factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment,products_list,production_capacity_yearly_pieces,capacity_category,factory_age,employees_per_machine,productivity_pieces_per_machine,num_products,produces_t-shirt,produces_shirt,produces_pants,produces_jacket,produces_polo_shirt,produces_sweater
Quality Assured Ltd.,Knit,5.0,1405.0,114,390000.0,"T-Shirts ,Polo Shirts ,Knit Jackets ,Knit Bottoms","Chandra (Palli Buddut), Mouckak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2003,"['T-Shirts', 'Polo Shirts', 'Knit Jackets', 'Knit Bottoms']",4680000.0,Very Large,22,12.324561403508772,41052.63157894737,4,0,0,0,0,0,0
Quality Fashion Wear Ltd.,Woven,1.0,540.0,337,82750.0,"T-Shirts ,Ladies Dress ,tops ,T-Shirt","Plot # A/2, Block - A, Bscic I/A, Baizid Bostami Road, Chittagong, Chittagong",Chittagong,Chittagong,1991,"['T-Shirts', 'Ladies Dress', 'tops', 'T-Shirt']",993000.0,Large,34,1.6023738872403561,2946.587537091988,4,1,0,0,0,0,0
Quality Leader Ltd.,Woven,1.0,4.0,131,250000.0,"Shirt ,Pant ,T-shirt ,Jacket","2873/3586, West Mohora, Chandgaon, Chittagong, Chittagong",Chittagong,Chittagong,2022,"['Shirt', 'Pant', 'T-shirt', 'Jacket']",3000000.0,Very Large,3,0.030534351145038167,22900.763358778626,4,0,1,0,1,0,0
Quazi Abedin Tex Ltd.,Knit,5.0,712.0,712,200000.0,"Shirts ,Phants","Rajphulbaria, Shouvapur, Dhaka, Savar",Dhaka,Savar,2013,"['Shirts', 'Phants']",2400000.0,Very Large,12,1.0,3370.7865168539324,2,0,0,0,0,0,0
R. Tex Fashion Ltd.,Knit,5.0,250.0,96,72000.0,"T-Shirts ,Polo Shirts ,Shirts","226, (Ali Mor), North Badda, Dhaka, Badda",Dhaka,Badda,2011,"['T-Shirts', 'Polo Shirts', 'Shirts']",864000.0,Large,14,2.6041666666666665,9000.0,3,0,0,0,0,0,0
R.A. Dyeing & Printing Inds.(Pvt) Ltd.,Knit,5.0,1000.0,240,65000.0,"T-Shirts, Polo Shirt","Enayet Nagar, Narayanganj, Fatullah",Narayanganj,Fatullah,1994,"['T-Shirts', 'Polo Shirt']",780000.0,Large,31,4.166666666666667,3250.0,2,0,0,0,0,1,0
R.B. Industries Ltd.,Woven,5.0,350.0,176,0.0,"Shirts ,Jackets ,Trousers","Kulgaon, Jalalabad, Chittagong, Baizid Bostami",Chittagong,Baizid Bostami,2000,"['Shirts', 'Jackets', 'Trousers']",0.0,,25,1.9886363636363635,0.0,3,0,0,0,0,0,0
R.D.M. Apparels Ltd.,Knit,5.0,830.0,400,840000.0,"T-Shirts ,Babies Wears ,Panties","1614/A, Rajakhali Road, Chittagong, Bakalia",Chittagong,Bakalia,2007,"['T-Shirts', 'Babies Wears', 'Panties']",10080000.0,Very Large,18,2.075,25200.0,3,0,0,0,0,0,0
R.H. Attire Ltd.,Knit,5.0,350.0,92,250000.0,"Shirts ,Trousers ,T-Shirts ,Polo Shirts","96, Shanur Centre, Chittagong, Panchlaish",Chittagong,Panchlaish,2008,"['Shirts', 'Trousers', 'T-Shirts', 'Polo Shirts']",3000000.0,Very Large,17,3.8043478260869565,32608.695652173912,4,0,0,0,0,0,0
R.J. Garments Ltd.,Woven,5.0,190.0,85,35000.0,"Jackets ,Pants ,Jogging Suits","Plot # 11/1, Block - Kha, Road # 1, Section # 6, Senpara Parbata, Dhaka, Mirpur",Dhaka,Mirpur,1997,"['Jackets', 'Pants', 'Jogging Suits']",420000.0,Large,28,2.235294117647059,4941.176470588235,3,0,0,1,0,0,0
R.M. Fashions Ltd.,Woven,5.0,432.0,190,165000.0,"Jackets ,Long Pants ,Shorts","1, West Hajipara (4Th-5Th Fl), Dit Road, Dhaka, Rampura",Dhaka,Rampura,1993,"['Jackets', 'Long Pants', 'Shorts']",1980000.0,Very Large,32,2.2736842105263158,10421.052631578947,3,0,0,0,0,0,0
R.R. Acrylic Ltd.,Sweater,5.0,1200.0,600,90000.0,"Sweaters ,Pullovers ,Cardigans","Plot # A-35 & A-39, Bscic Inds. Estate, Konabari, Gazipur, Joydevpur",Gazipur,Joydevpur,2004,"['Sweaters', 'Pullovers', 'Cardigans']",1080000.0,Very Large,21,2.0,1800.0,3,0,0,0,0,0,0
R.R. Apparels Ltd.,Sweater,5.0,464.0,356,45000.0,Sweaters,"Plot # A-140, A-141(Part), Bscic Konabari, Gazipur, Konabari",Gazipur,Konabari,2005,['Sweaters'],540000.0,Large,20,1.303370786516854,1516.8539325842696,1,0,0,0,0,0,0
R.R. Sweaters Ltd.,Sweater,5.0,580.0,400,50000.0,"Sweaters ,Pullovers ,Cardigans","205, Senpara Parbata, Begum Rokeya Sarani, Dhaka, Mirpur",Dhaka,Mirpur,1997,"['Sweaters', 'Pullovers', 'Cardigans']",600000.0,Large,28,1.45,1500.0,3,0,0,0,0,0,0
R.S. Fabrics & Designers,Woven,5.0,250.0,145,13000.0,"Jackets ,Overalls ,Trousers","Hossain Complex, 1956/A, South Halishahar, Chittagong","Hossain Complex, 1956/A, South Halishahar",Chittagong,1999,"['Jackets', 'Overalls', 'Trousers']",156000.0,Large,26,1.7241379310344827,1075.8620689655172,3,0,0,0,0,0,0
R.S. Knit Wears (Pvt.) Ltd.,Knit,5.0,625.0,194,612900.0,"T-Shirts ,Polo Shirts","Plot # A-1, Bscic Hosiery I/E,, Shasongaon, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,"['T-Shirts', 'Polo Shirts']",7354800.0,Very Large,11,3.2216494845360826,37911.34020618557,2,0,0,0,0,0,0
R.S. Sweater (Pvt) Ltd.,Sweater,5.0,275.0,247,60000.0,Sweaters,"South Middle Halishahar, 2098/Ama Aziz Road, Chittagong, Bandar",Chittagong,Bandar,2003,['Sweaters'],720000.0,Large,22,1.1133603238866396,2914.97975708502,1,0,0,0,0,0,0
R.S.B. Industrial Ltd.,Knit,5.0,2000.0,1368,60667.0,"Jacket ,Boxer ,T-Shirts ,Leggings","Plot # 35, Sector # 4, Road # 4, Chittagong, Chittagong",Chittagong,Chittagong,1994,"['Jacket', 'Boxer', 'T-Shirts', 'Leggings']",728004.0,Large,31,1.4619883040935673,532.1666666666666,4,0,0,0,1,0,0
R.S.I. Apparels Ltd.,Knit,5.0,405.0,192,240000.0,"Active Wears ,Swiming Suits ,T-Shirts","107/112, Nazrul Market (1St & 2Nd Floor), Chittagong, Chawk Bazar",Chittagong,Chawk Bazar,2001,"['Active Wears', 'Swiming Suits', 'T-Shirts']",2880000.0,Very Large,24,2.109375,15000.0,3,0,0,0,0,0,0
R.T. Classics Ltd.,Woven,5.0,181.0,244,40000.0,"Jackets ,Pants ,Pajama ,Bottom","791, Askarabad, Chittagong, Munsurabad",Chittagong,Munsurabad,2005,"['Jackets', 'Pants', 'Pajama', 'Bottom']",480000.0,Large,20,0.7418032786885246,1967.2131147540983,4,0,0,1,0,0,0
R.T. Fashion,Knit,1.0,1.0,286,500000.0,"T-Shirt ,Polo Shirt","North Masdair Gorosthan, Gabtoli More, Fatullah, Narayanganj, Narayangonj",Narayanganj,Narayangonj,2021,"['T-Shirt', 'Polo Shirt']",6000000.0,Very Large,4,0.0034965034965034965,20979.020979020977,2,1,0,0,0,1,0
"R&G (BD) Garment Co., Ltd.",Woven,1.0,2.0,2012,2000000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Bhabanipur, Bhabanipur, Gazipur Sadar, Gazipur, Gazipur",Gazipur,Gazipur,2023,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",24000000.0,Very Large,2,0.0009940357852882703,11928.429423459245,4,1,1,0,0,1,0
Raan Fashions,Sweater,1.0,162.0,66,47750.0,Sweater,"171, Unique Bus Stand, Gazirchat, Uttor Gazirchat, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022,['Sweater'],573000.0,Large,3,2.4545454545454546,8681.818181818182,1,0,0,0,0,0,1
Raar Sweaters Ltd.,Sweater,1.0,120.0,40,50000.0,Sweater,"86, Taltola Road, Turag, Dhaka, Dhaka",Dhaka,Dhaka,2021,['Sweater'],600000.0,Large,4,3.0,15000.0,1,0,0,0,0,0,1
Rabab Fashion Ind. Ltd.,Woven,5.0,1072.0,594,200000.0,"Long Pants ,Shorts ,Capri ,Bermuda","565/566, Kalmeshar, National University, Gazipur, Board Bazar",Gazipur,Board Bazar,2006,"['Long Pants', 'Shorts', 'Capri', 'Bermuda']",2400000.0,Very Large,19,1.8047138047138047,4040.40404040404,4,0,0,0,0,0,0
Radial International Ltd.,Knit,5.0,230.0,207,300000.0,"T-Shirts ,Polo Shirts ,Trousers ,Tank Tops","Ziranibazar, Gazipur, Kashimpur",Gazipur,Kashimpur,1996,"['T-Shirts', 'Polo Shirts', 'Trousers', 'Tank Tops']",3600000.0,Very Large,29,1.1111111111111112,17391.304347826088,4,0,0,0,0,0,0
Radial International Ltd. (Unit-2),Knit,5.0,810.0,460,500000.0,"T-Shirts ,Trousers ,Tank Top ,Knit Fabrics","Ziranibazar, Gazipur, Kashimpur",Gazipur,Kashimpur,1999,"['T-Shirts', 'Trousers', 'Tank Top', 'Knit Fabrics']",6000000.0,Very Large,26,1.7608695652173914,13043.478260869566,4,0,0,0,0,0,0
Radiance Fashion Ltd.,Woven,5.0,710.0,490,1000000.0,"Jackets ,Jogging Suits ,Shorts ,Pyjama Sets","Ziranibazar, Gazipur, Kashimpur",Gazipur,Kashimpur,2000,"['Jackets', 'Jogging Suits', 'Shorts', 'Pyjama Sets']",12000000.0,Very Large,25,1.4489795918367347,24489.79591836735,4,0,0,0,0,0,0
Radiance Jeans Ltd.,Woven,5.0,1515.0,303,500000.0,"Shirts ,Blouses ,Children Wears","Ashulia, Dhaka, Savar",Dhaka,Savar,2009,"['Shirts', 'Blouses', 'Children Wears']",6000000.0,Very Large,16,5.0,19801.980198019803,3,0,0,0,0,0,0
Radiance Knitwears Ltd.,Knit,5.0,1619.0,514,800000.0,"T-Shirts ,Polo Shirts","Zirabo, Dhaka, Savar",Dhaka,Savar,2001,"['T-Shirts', 'Polo Shirts']",9600000.0,Very Large,24,3.149805447470817,18677.04280155642,2,0,0,0,0,0,0
Radiant Apparel,Woven,5.0,213.0,97,45000.0,"Jogging Suit ,Padded jacket ,Trousers","24/A Sonatogon, Rayer Bazar, Dhaka, Dhanmondi",Dhaka,Dhanmondi,1991,"['Jogging Suit', 'Padded jacket', 'Trousers']",540000.0,Large,34,2.195876288659794,5567.01030927835,3,0,0,0,0,0,0
Radiant Sweater Industries Ltd.,Sweater,5.0,850.0,236,100000.0,"Pullovers ,Cardigans ,Scarf ,Tops","Kamarjuri, National University, Gazipur, B. Baria",Gazipur,B. Baria,2000,"['Pullovers', 'Cardigans', 'Scarf', 'Tops']",1200000.0,Very Large,25,3.6016949152542375,5084.745762711865,4,0,0,0,0,0,0
Radission Garments Ltd.,Woven,5.0,1200.0,514,15000000.0,"Shirts ,Pants ,Short","B-84, Bscic I/A, Gazipur, Tongi",Gazipur,Tongi,2013,"['Shirts', 'Pants', 'Short']",180000000.0,Very Large,12,2.3346303501945527,350194.55252918287,3,0,0,1,0,0,0
Radisson Apparels Ltd.,Woven,5.0,1010.0,407,120000.0,"Shirts ,Pants ,Trousers","C-125 & 126, Bscic I/A, Gazipur, Tongi",Gazipur,Tongi,2009,"['Shirts', 'Pants', 'Trousers']",1440000.0,Very Large,16,2.481572481572482,3538.083538083538,3,0,0,1,0,0,0
Radix Collections Ltd.,Woven,1.0,3.0,55,200000.0,"Sports Item ,Socks","Plot # 76, Road # 05, Batulia, Turag, Dhaka, Dhaka",Dhaka,Dhaka,2022,"['Sports Item', 'Socks']",2400000.0,Very Large,3,0.05454545454545454,43636.36363636364,2,0,0,0,0,0,0
Radix Garments,Knit,5.0,262.0,150,390000.0,"T-Shirts ,Polo Shirts","271, Joimat Khan Road, Pagar, Gazipur, Tongi",Gazipur,Tongi,2014,"['T-Shirts', 'Polo Shirts']",4680000.0,Very Large,11,1.7466666666666666,31200.0,2,0,0,0,0,0,0
Radix Limited,Woven,5.0,175.0,155,50000.0,"Boxer Shorts ,Pajama Sets ,Gown","C.S. & S.S. # 76, Vatulia, Nayanichala, Nishatnagar, Turag, Gazipur, Tongi",Gazipur,Tongi,1995,"['Boxer Shorts', 'Pajama Sets', 'Gown']",600000.0,Large,30,1.1290322580645162,3870.967741935484,3,0,0,0,0,0,0
Rafee Apparels Ltd.,Woven,5.0,200.0,112,40000.0,"Jackets ,Trousers ,Night Wears","Nazrul Islam Market (5Th Floor), 107/112, Chawk Bazar, Chittagong","Nazrul Islam Market (5Th Floor), 107/112, Chawk Bazar",Chittagong,2001,"['Jackets', 'Trousers', 'Night Wears']",480000.0,Large,24,1.7857142857142858,4285.714285714285,3,0,0,0,0,0,0
Rafi Texmode Ltd.,Woven,5.0,300.0,140,60000.0,"Jackets ,Trousers","Shamsul Haque Tower, Kunia, National University, Gazipur, Joydevpur",Gazipur,Joydevpur,2003,"['Jackets', 'Trousers']",720000.0,Large,22,2.142857142857143,5142.857142857143,2,0,0,0,0,0,0
Rafia Apparels Ltd.,Woven,1.0,1565.0,655,300000.0,"Shirt ,Pant ,Jacket ,T-Shirt","Plot # S - A - 1059, Ward # 03, Sing Digi, Southbartopa, Mawna, Sreepur, Gazipur, Gazipur",Gazipur,Gazipur,2021,"['Shirt', 'Pant', 'Jacket', 'T-Shirt']",3600000.0,Very Large,4,2.3893129770992365,5496.18320610687,4,1,1,0,1,0,0
Rafin Knitwears Ltd.,Knit,1.0,200.0,95,1800000.0,"T-Shirt ,Pant","68/2, Palash Nagar, Mirpur-11, Dhaka, Dhaka",Dhaka,Dhaka,2022,"['T-Shirt', 'Pant']",21600000.0,Very Large,3,2.1052631578947367,227368.42105263157,2,1,0,0,0,0,0
Rahima Garments Ltd.,Woven,5.0,250.0,294,90000.0,"Trousers ,Jackets ,Skirts ,Denim","Baby Super Merket, 1/C, Baizid Bostami Road, Chittagong, Nasirabad",Chittagong,Nasirabad,1992,"['Trousers', 'Jackets', 'Skirts', 'Denim']",1080000.0,Very Large,33,0.8503401360544217,3673.469387755102,4,0,0,0,0,0,0
Rahimaaziz Knitspin Limited,Knit,5.0,960.0,550,60000.0,T-Shirts,"60, B.B. Road, Enayet Nagor, Narayanganj, Futullah",Narayanganj,Futullah,1997,['T-Shirts'],720000.0,Large,28,1.7454545454545454,1309.090909090909,1,0,0,0,0,0,0
Rahman Knit Garments Ltd. (Unit-2),Knit,5.0,1312.0,266,580000.0,"T-Shirts ,Polo Shirts ,Tank Tops","Hariharpara, Panchabati, Narayanganj, Fatullah",Narayanganj,Fatullah,1998,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",6960000.0,Very Large,27,4.932330827067669,26165.413533834588,3,0,0,0,0,0,0
Rahman Sports Wear,Knit,5.0,379.0,170,288000.0,"TShirts ,Polo Shirts","Plot # A-98, Bscic Hosiery I/E, Shasongaon, Narayanganj, Fatullah",Narayanganj,Fatullah,2015,"['TShirts', 'Polo Shirts']",3456000.0,Very Large,10,2.2294117647058824,20329.41176470588,2,0,0,0,0,0,0
Rahmat Sweaters (BD) Ltd.,Sweater,5.0,1445.0,1101,115200.0,"Pullovers ,Cardigans ,Vests","Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2003,"['Pullovers', 'Cardigans', 'Vests']",1382400.0,Very Large,22,1.3124432334241598,1255.5858310626702,3,0,0,0,0,0,0
Rahtex Industries Ltd.,Knit,5.0,210.0,110,120000.0,"Shirts ,Panth ,T-Shirts ,Polo Shirts","Baipail, Ashulia, Dhaka, Savar",Dhaka,Savar,2015,"['Shirts', 'Panth', 'T-Shirts', 'Polo Shirts']",1440000.0,Very Large,10,1.9090909090909092,13090.90909090909,4,0,0,0,0,0,0
Raidha Collections Ltd.,Sweater,5.0,8000.0,6844,650000.0,Sweaters,"Jamirdia, Habirbari, Mymensing, Valuka",Mymensing,Valuka,2012,['Sweaters'],7800000.0,Very Large,13,1.168907071887785,1139.6843950905902,1,0,0,0,0,0,0
Raihan Apparels Ltd.,Woven,5.0,450.0,213,90000.0,"Pants ,Shorts ,Trousers","Madina Complex, 53, Bazar Road, Kamarpara, Dhaka, Turag",Dhaka,Turag,2012,"['Pants', 'Shorts', 'Trousers']",1080000.0,Very Large,13,2.112676056338028,5070.422535211268,3,0,0,1,0,0,0
Raiment Calif,Woven,1.0,3.0,74,300000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","45/5 Bamoil West Para, Sarulia, Demra, Dhaka, Dhaka",Dhaka,Dhaka,2023,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",3600000.0,Very Large,2,0.04054054054054054,48648.64864864865,4,1,1,0,0,1,0
Raina Fashion,Woven,5.0,450.0,320,75000.0,"Pants ,Jackets ,Skirts","9/1, Shah Ali Bagh, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2000,"['Pants', 'Jackets', 'Skirts']",900000.0,Large,25,1.40625,2812.5,3,0,0,1,0,0,0
Rainbow Attire Ltd.,Knit,5.0,350.0,150,150000.0,"T-shirt ,Knit Trouser ,Knit Boxer ,Ladies Knit Top","10, Pranhari Das Road, South Kattoly, Chittagong, Chittagong",Chittagong,Chittagong,2022,"['T-shirt', 'Knit Trouser', 'Knit Boxer', 'Ladies Knit Top']",1800000.0,Very Large,3,2.3333333333333335,12000.0,4,0,0,0,0,0,0
Raisa Fashions Ltd.,Knit,5.0,305.0,240,250000.0,"T-Shirts ,Pants","B-63 Bscic Industrial Estate, Kanchpur, Narayanganj, Sonargaon",Narayanganj,Sonargaon,2013,"['T-Shirts', 'Pants']",3000000.0,Very Large,12,1.2708333333333333,12500.0,2,0,0,1,0,0,0
Raiyan Knit Composite Ltd.,Knit,5.0,1000.0,571,700000.0,"T-Shirts ,Polo Shirts ,Nightwears ,Singlet","Hortokitola, Attabah, Chandra, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2008,"['T-Shirts', 'Polo Shirts', 'Nightwears', 'Singlet']",8400000.0,Very Large,17,1.7513134851138354,14711.033274956217,4,0,0,0,0,0,0
Rajdhani Apparels Ltd.,Woven,5.0,350.0,180,550000.0,"T-Shirt ,Polo Shirt ,Tank Top ,Shorts","Plot # 6/1, Road # 3, Block -B, Dhaka Uddayan, Dhaka, Dhaka",Dhaka,Dhaka,2016,"['T-Shirt', 'Polo Shirt', 'Tank Top', 'Shorts']",6600000.0,Very Large,9,1.9444444444444444,36666.666666666664,4,1,0,0,0,1,0
Rajmoni Apparels (Pvt) Ltd.,Knit,5.0,500.0,250,300000.0,"Shirts ,T-Shirts ,Polo Shirts","House # 108, Road # 2, Block - F, Bougar, Narayanganj, Narayangonj",Narayanganj,Narayangonj,2010,"['Shirts', 'T-Shirts', 'Polo Shirts']",3600000.0,Very Large,15,2.0,14400.0,3,0,0,0,0,0,0
Ralex Industries Ltd.,Woven,5.0,600.0,450,100000.0,"Jackets ,Overalls ,Pants","Plot # A/8-9, Block # B, Bscic I/A, Sagarica Road, Chittagong","Plot # A/8-9, Block # B, Bscic I/A, Sagarica Road",Chittagong,1998,"['Jackets', 'Overalls', 'Pants']",1200000.0,Very Large,27,1.3333333333333333,2666.6666666666665,3,0,0,1,0,0,0
Ramisa's Fashions Ltd.,Woven,5.0,250.0,200,50000.0,"Shirts ,Jacket ,Pullover ,Pants","185, Baizid Bostami Road, Nasirabad I/A, Chittagong, Chittagong",Chittagong,Chittagong,2004,"['Shirts', 'Jacket', 'Pullover', 'Pants']",600000.0,Large,21,1.25,3000.0,4,0,0,1,1,0,0
Rancon Sweaters Ltd.,Sweater,5.0,0.0,340,0.0,Sweaters,"Plot # 152-153, Epz Ext. Area, Dhaka, Savar",Dhaka,Savar,2003,['Sweaters'],0.0,,22,0.0,0.0,1,0,0,0,0,0,0
RANL Designer Limited,Knit,5.0,500.0,375,45000.0,"Trousers ,Cargo Pants ,Swim Tranks","Cda Plot # C-49, Sagarika Road, Fouzdarhat, Chittagong","Cda Plot # C-49, Sagarika Road, Fouzdarhat",Chittagong,1996,"['Trousers', 'Cargo Pants', 'Swim Tranks']",540000.0,Large,29,1.3333333333333333,1440.0,3,0,0,0,0,0,0
Ranudi Fashion Apparels Ltd.,Knit,5.0,100.0,250,120000.0,"T-Shirts ,Polo Shirts ,Tank Tops","Muktijodda Shopping Complex, 1/A, Hajj Camp Road, Dakhin Khan, Dhaka, Uttara",Dhaka,Uttara,2010,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",1440000.0,Very Large,15,0.4,5760.0,3,0,0,0,0,0,0
Rao Fashion Wear Ltd.,Woven,5.0,193.0,90,24000.0,"Jackets ,Shirts ,Pants","226/A, Majhirghat Road, Chittagong","226/A, Majhirghat Road,",Chittagong,1997,"['Jackets', 'Shirts', 'Pants']",288000.0,Large,28,2.1444444444444444,3200.0,3,0,0,1,0,0,0
Rao Garments (Pvt) Ltd. (U-1),Woven,5.0,250.0,115,32000.0,"Shirts ,Jackets ,Pants","Pedrollo Plaza, 2Nd Floor, 5, Jubilee Road, Chittagong","Pedrollo Plaza, 2Nd Floor, 5, Jubilee Road",Chittagong,1986,"['Shirts', 'Jackets', 'Pants']",384000.0,Large,39,2.1739130434782608,3339.1304347826085,3,0,0,1,0,0,0
Raozan Sweater Ltd.,Sweater,5.0,695.0,300,72000.0,"Sweaters ,Cardigans","1236/E, Baker Ali Fakir Tack, 38, South Middle Halishahar, Chittagong, Bandar",Chittagong,Bandar,2003,"['Sweaters', 'Cardigans']",864000.0,Large,22,2.316666666666667,2880.0,2,0,0,0,0,0,0
Rapid Design Ltd.,Woven,5.0,150.0,108,54000.0,"Shirts ,Pants","Bepari Bari, Dhaka, Uttarkhan",Dhaka,Uttarkhan,2015,"['Shirts', 'Pants']",648000.0,Large,10,1.3888888888888888,6000.0,2,0,0,1,0,0,0
Raquef Apparels Washing & Pack.Inds Ltd,Woven,5.0,19.0,975,4350000.0,"Jackets ,Pants","Tetuljhora, Rajfulbaria, Savar, Dhaka","Tetuljhora, Rajfulbaria, Savar",Dhaka,1999,"['Jackets', 'Pants']",52200000.0,Very Large,26,0.019487179487179488,53538.46153846154,2,0,0,1,0,0,0
Rashad Industries (Pvt) Ltd.,Woven,5.0,370.0,140,48000.0,"Jackets ,Trousers","Mahal Complex (8Th Floor), 291, Loyal Road, Lal Dighe, Chittagong","Mahal Complex (8Th Floor), 291, Loyal Road, Lal Dighe",Chittagong,1998,"['Jackets', 'Trousers']",576000.0,Large,27,2.642857142857143,4114.285714285715,2,0,0,0,0,0,0
Rasheda Apparels Limited,Woven,5.0,140.0,88,30000.0,"Shirts ,Jackets ,Jogging Suits","""M.N. Plaza"", Eidgah, Dhaka Trunk Road, P.O-Bandar, Chittagong, P.S-Doublemooring",Chittagong,P.S-Doublemooring,1995,"['Shirts', 'Jackets', 'Jogging Suits']",360000.0,Large,30,1.5909090909090908,4090.909090909091,3,0,0,0,0,0,0
Ratool Apparels Ltd.,Woven,5.0,600.0,0,125000.0,"T-Shirts ,Polo Shirts ,Pants","Vanggahati, Gazipur, Gazipur",Gazipur,Gazipur,2011,"['T-Shirts', 'Polo Shirts', 'Pants']",1500000.0,Very Large,14,0.0,0.0,3,0,0,1,0,0,0
Ratul Fabrics Ltd.,Knit,5.0,1197.0,639,700000.0,"T-Shirts ,Polo Shirts ,Leggings ,Trouser","Zohar Sanda, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2005,"['T-Shirts', 'Polo Shirts', 'Leggings', 'Trouser']",8400000.0,Very Large,20,1.8732394366197183,13145.539906103286,4,0,0,0,0,0,0
Ratul Garments,Woven,5.0,300.0,195,160000.0,"Shirts ,Blouses Dresses ,Vest","318/41 East Goran, Dhaka, Khilgaon",Dhaka,Khilgaon,1995,"['Shirts', 'Blouses Dresses', 'Vest']",1920000.0,Very Large,30,1.5384615384615385,9846.153846153846,3,0,0,0,0,0,0
Ratul Knit Wears Ltd.,Knit,5.0,843.0,409,500000.0,"T-Shirts ,Polo Shirts ,Tank Tops","Cs, Sa-41, Zirabo, Dhaka, Dhaka",Dhaka,Dhaka,2002,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",6000000.0,Very Large,23,2.0611246943765282,14669.926650366748,3,0,0,0,0,0,0
Rawan Fashion Ltd.,Unknown,,0.0,0,80000.0,"T-Shirts ,Polo Shirts","House # 9/1, Block-C, Outpara, Word # 17, Chandona, Gazipur","House # 9/1, Block-C, Outpara, Word # 17, Chandona",Gazipur,2016,"['T-Shirts', 'Polo Shirts']",960000.0,Large,9,0.0,0.0,2,0,0,0,0,0,0
Razzak Textile Mills Limited,Knit,5.0,230.0,67,100000.0,"Knitted Garments ,Knit Items","B-5, Bscic Inds. Estate, Gazipur, Tongi",Gazipur,Tongi,1996,"['Knitted Garments', 'Knit Items']",1200000.0,Very Large,29,3.4328358208955225,17910.44776119403,2,0,0,0,0,0,0
RBSR Fashions Ltd.,Knit,5.0,205.0,133,25000.0,"T-Shirts ,Polo Shirts","173, Morkun, Pubail Road, Gazipur, Tongi",Gazipur,Tongi,2012,"['T-Shirts', 'Polo Shirts']",300000.0,Large,13,1.5413533834586466,2255.6390977443607,2,0,0,0,0,0,0
Ready Knit Apparels Ltd.,Knit,5.0,330.0,113,130000.0,"T-Shirts ,Polo Shirts ,Tank Tops","Hossain Plaza, Dewan Idris Road, Zirabo, Ashulia, Dhaka, Savar",Dhaka,Savar,2008,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",1560000.0,Very Large,17,2.920353982300885,13805.309734513274,3,0,0,0,0,0,0
Reaz Export Apparels Ltd.,Woven,5.0,750.0,200,100000.0,"Shirts ,Ladies Shirts ,Gir's Shirts","North Khailkoir, K.B. Bazar, Gazipur","North Khailkoir, K.B. Bazar",Gazipur,2001,"['Shirts', 'Ladies Shirts', 'Girs Shirts']",1200000.0,Very Large,24,3.75,6000.0,3,0,0,0,0,0,0
Recent Fashions Limited,Knit,5.0,170.0,100,60000.0,"Sweat Shirts ,Polo Shirts ,Jogging Suits ,Pajama Sets","Sweden Plaza, Plot # 2, Block # B, Darus Salam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1996,"['Sweat Shirts', 'Polo Shirts', 'Jogging Suits', 'Pajama Sets']",720000.0,Large,29,1.7,7200.0,4,0,0,0,0,0,0
Red & Green Textile Ltd.,Sweater,5.0,1100.0,500,80000.0,"Sweaters ,Pullovers ,Cardigans","Borabo, Sakashawr, Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2009,"['Sweaters', 'Pullovers', 'Cardigans']",960000.0,Large,16,2.2,1920.0,3,0,0,0,0,0,0
Redpoint Jackets Ltd.,Woven,5.0,600.0,400,0.0,"Jackets ,Pants","Plot # 59-60, Gaus Plaza, Dhaka, Savar",Dhaka,Savar,2000,"['Jackets', 'Pants']",0.0,,25,1.5,0.0,2,0,0,1,0,0,0
Redwan Tex & Apparels Ltd.,Woven,5.0,420.0,260,100000.0,"Jackets ,Trousers ,Capri/Chino ,Cargo Shorts","136/B, Udayan School Road, Mollartek, Dhakkhin Khan, Dhaka, Uttara",Dhaka,Uttara,2012,"['Jackets', 'Trousers', 'CapriChino', 'Cargo Shorts']",1200000.0,Very Large,13,1.6153846153846154,4615.384615384615,4,0,0,0,0,0,0
