factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment,products_list,production_capacity_yearly_pieces,capacity_category,factory_age,employees_per_machine,productivity_pieces_per_machine,num_products,produces_t-shirt,produces_shirt,produces_pants,produces_jacket,produces_polo_shirt,produces_sweater
Reedisha Knitex Ltd.,Knit,5.0,4700.0,1882,187500.0,"T-Shirts ,Polo Shirts ,Trousers ,Tank Tops","Dhanua, Nayanpur, Gazipur, B. Baria",Gazipur,B. Baria,2004,"['T-Shirts', 'Polo Shirts', 'Trousers', 'Tank Tops']",2250000.0,Very Large,21,2.4973432518597236,1195.5366631243357,4,0,0,0,0,0,0
Reedisha Texstripe Ltd.,Knit,5.0,584.0,424,650000.0,"T-Shirts ,Polo Shirts","Teknagpara, Gazipur, B. Baria",Gazipur,B. Baria,2015,"['T-Shirts', 'Polo Shirts']",7800000.0,Very Large,10,1.3773584905660377,18396.22641509434,2,0,0,0,0,0,0
Refat Garments Ltd.,Woven,5.0,1100.0,447,156000.0,"Shirts ,Overalls ,Pants","241, Tejgaon I/A, Dhaka, B. Baria",Dhaka,B. Baria,2004,"['Shirts', 'Overalls', 'Pants']",1872000.0,Very Large,21,2.460850111856823,4187.919463087248,3,0,0,1,0,0,0
Regal Garments Ltd.,Woven,5.0,295.0,145,52000.0,"Shirts ,Ladies Blouses ,Trousers","44, New Eskaton Road, Dhaka, Mogbazar",Dhaka,Mogbazar,1991,"['Shirts', 'Ladies Blouses', 'Trousers']",624000.0,Large,34,2.0344827586206895,4303.448275862069,3,0,0,0,0,0,0
Regency Garments Ltd.,Woven,5.0,2996.0,2900,5760000.0,"Bottoms ,Skirts ,Outer Wears ,Jackets","Chittagong Export Processing Zone, Plot # 37-40, Sector # 7, Chittagong, Cepz",Chittagong,Cepz,1985,"['Bottoms', 'Skirts', 'Outer Wears', 'Jackets']",69120000.0,Very Large,40,1.033103448275862,23834.48275862069,4,0,0,0,0,0,0
Regency Three Ltd.,Woven,5.0,4998.0,4900,8640000.0,"Bottoms ,Skirts ,Jackets ,Outer Wears","Plot # 13-18, Sector # 8, Chittagong, Cepz",Chittagong,Cepz,2006,"['Bottoms', 'Skirts', 'Jackets', 'Outer Wears']",103680000.0,Very Large,19,1.02,21159.183673469386,4,0,0,0,0,0,0
Regent Textile Mills Ltd.,Woven,5.0,675.0,270,2500000.0,"Shirts ,Pants ,Bed Sheet","Central Plaza (2Nd Floor), 659, O.R. Nizam Road, Chittagong","Central Plaza (2Nd Floor), 659, O.R. Nizam Road",Chittagong,2000,"['Shirts', 'Pants', 'Bed Sheet']",30000000.0,Very Large,25,2.5,111111.11111111111,3,0,0,1,0,0,0
Rehan International Ltd.,Woven,5.0,150.0,100,30000.0,"Shirts ,Jackets ,Vest","1/C, Sholo Shahar I/A, Bayzid Bastami Road, Chittagong, Nasirabad",Chittagong,Nasirabad,1994,"['Shirts', 'Jackets', 'Vest']",360000.0,Large,31,1.5,3600.0,3,0,0,0,0,0,0
Relatives Fashions Ltd.,Woven,5.0,500.0,250,81667.0,"Shirts ,Pants","97, Vogra I/A, National University, Gazipur, Joydevpur",Gazipur,Joydevpur,2015,"['Shirts', 'Pants']",980004.0,Large,10,2.0,3920.016,2,0,0,1,0,0,0
Reliance Apparel Ltd.,Woven,5.0,160.0,85,20000.0,"Swim Wears ,Pants ,Jackets ,Trousers","C-14, Bscic I/E, Sagarica Road, Chittagong, Agrabad",Chittagong,Agrabad,1992,"['Swim Wears', 'Pants', 'Jackets', 'Trousers']",240000.0,Large,33,1.8823529411764706,2823.529411764706,4,0,0,1,0,0,0
Reliance Denim Inds. Ltd.,Knit,5.0,3000.0,622,720000.0,"T-Shirts ,Polo Shirts ,Shirts ,Jackets","A/1, Bscic Inds. Estate, Sagorika Road, Chittagong","A/1, Bscic Inds. Estate, Sagorika Road",Chittagong,2008,"['T-Shirts', 'Polo Shirts', 'Shirts', 'Jackets']",8640000.0,Very Large,17,4.823151125401929,13890.675241157556,4,0,0,0,0,0,0
Reliance Dresses Ltd.,Knit,5.0,779.0,1013,286000.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Biswa Colony (Block # K), Sea World Road, Chittagong, Akbarshah",Chittagong,Akbarshah,2016,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",3432000.0,Very Large,9,0.7690029615004936,3387.9565646594274,4,0,0,1,0,0,0
Reliant Lingeries Ltd.,Knit,1.0,3.0,300,900000.0,"T-Shirt ,Polo Shirt","Plot # A-15,16, Bscic Industrial Estate, Kalurghat, Chittagong, Chittagong",Chittagong,Chittagong,2023,"['T-Shirt', 'Polo Shirt']",10800000.0,Very Large,2,0.01,36000.0,2,1,0,0,0,1,0
Remi Holdings Ltd.,Woven,5.0,5322.0,1500,3000000.0,"Shirts ,Pants","Plot # 244-245 & 250-251, Narayanganj, Adamjee Epz",Narayanganj,Adamjee Epz,2015,"['Shirts', 'Pants']",36000000.0,Very Large,10,3.548,24000.0,2,0,0,1,0,0,0
Renaissance Apparels Ltd.,Knit,5.0,800.0,260,400000.0,"T-Shirts ,Polo Shirts ,Legging","C-S Plot # 659 & 660, Mouza # 93, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2007,"['T-Shirts', 'Polo Shirts', 'Legging']",4800000.0,Very Large,18,3.076923076923077,18461.53846153846,3,0,0,0,0,0,0
Renaissance Barind Lt.,Knit,5.0,3430.0,1171,7500000.0,"Shirts ,Pants","Plot # 63-68 & 72-77, 2Nd Phase Of Ishwardi Epz, Pabna, Pabna Sadar",Pabna,Pabna Sadar,2015,"['Shirts', 'Pants']",90000000.0,Very Large,10,2.929120409906063,76857.38684884713,2,0,0,1,0,0,0
Replica Creations Ltd.,Woven,5.0,0.0,0,0.0,Pants,"House # 9, Road # 1, Section # 6, Dhaka, Mirpur",Dhaka,Mirpur,2001,['Pants'],0.0,,24,0.0,0.0,1,0,0,1,0,0,0
Reu Fashion Ltd.,Woven,5.0,660.0,275,124800.0,"Shirts ,Jackets ,Pants","190, Arambagh, Innercicular Road, Dhaka, Motijheel",Dhaka,Motijheel,2002,"['Shirts', 'Jackets', 'Pants']",1497600.0,Very Large,23,2.4,5445.818181818182,3,0,0,1,0,0,0
Rey-Tex Fashion Wears Ltd.,Woven,5.0,500.0,322,96000.0,"Shirts ,Blouses","Plot # 13-14, Chiriakhana Road, Mallik Housing (7Th Floor), Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2007,"['Shirts', 'Blouses']",1152000.0,Very Large,18,1.5527950310559007,3577.639751552795,2,0,0,0,0,0,0
Reza Fashions Ltd.,Woven,5.0,500.0,400,80000.0,"Jackets ,Pants ,Trousers ,Shorts","Gorat, Ashulia, Dhaka, Savar",Dhaka,Savar,2009,"['Jackets', 'Pants', 'Trousers', 'Shorts']",960000.0,Large,16,1.25,2400.0,4,0,0,1,0,0,0
Rezaul Apparels (Pvt.) Ltd.,Woven,5.0,720.0,422,72000.0,"Shirts ,Ladies Dresses ,Jackets ,Pants","66, Chiriakhana Road, Section # 2, Dhaka, B. Baria",Dhaka,B. Baria,1997,"['Shirts', 'Ladies Dresses', 'Jackets', 'Pants']",864000.0,Large,28,1.7061611374407584,2047.39336492891,4,0,0,1,0,0,0
RF Textile Inds. Ltd.,Knit,5.0,450.0,202,300000.0,"T-Shirts ,Polo Shirts","Nowla, Bolaidi, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2012,"['T-Shirts', 'Polo Shirts']",3600000.0,Very Large,13,2.227722772277228,17821.78217821782,2,0,0,0,0,0,0
RGR Sweater Ltd.,Sweater,5.0,2500.0,538,3776676.0,"Sweaters ,Knitted Dress ,Cardigans ,Knitted Tops","Madhakhala, Sreepur, Gazipur, Gazipur",Gazipur,Gazipur,1997,"['Sweaters', 'Knitted Dress', 'Cardigans', 'Knitted Tops']",45320112.0,Very Large,28,4.646840148698884,84238.12639405204,4,0,0,0,0,0,0
Rhine Dress Ltd.,Knit,5.0,245.0,111,312000.0,"T-Shirts ,Polo Shirts ,Tank Tops","Talla Road, Khapur, Narayanganj, Fatullah",Narayanganj,Fatullah,2011,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",3744000.0,Very Large,14,2.2072072072072073,33729.72972972973,3,0,0,0,0,0,0
Rhymer Apparel Ltd.,Woven,5.0,515.0,200,100000.0,"Shirts ,Ladies Blouses ,Kids Shirts","2/D, Darus Salam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2003,"['Shirts', 'Ladies Blouses', 'Kids Shirts']",1200000.0,Very Large,22,2.575,6000.0,3,0,0,0,0,0,0
Rhythm Apparels Ltd.,Woven,5.0,350.0,252,60000.0,"Shirts ,Ladies Blouses ,Payjama Sets ,Jackets","686 Cda R/A (3Rd Floor), Road # 20, Chittagong, Agrabad",Chittagong,Agrabad,1997,"['Shirts', 'Ladies Blouses', 'Payjama Sets', 'Jackets']",720000.0,Large,28,1.3888888888888888,2857.1428571428573,4,0,0,0,0,0,0
Rhythm Fashion Ltd.,Woven,5.0,700.0,639,160000.0,"Shirts ,Ladies Blouses ,Jackets ,Skirts","686, Cda R/A (2Nd Floor), Road # 20, Chittagong, Agrabad",Chittagong,Agrabad,2004,"['Shirts', 'Ladies Blouses', 'Jackets', 'Skirts']",1920000.0,Very Large,21,1.0954616588419406,3004.694835680751,4,0,0,0,0,0,0
Rhythm Garments Ltd.,Knit,5.0,300.0,142,70000.0,"Shirts ,Blouses ,Pants ,Shorts","686, Cda R/A (2Nd Floor), Road # 20, Chittagong, Agrabad",Chittagong,Agrabad,1995,"['Shirts', 'Blouses', 'Pants', 'Shorts']",840000.0,Large,30,2.112676056338028,5915.492957746479,4,0,0,1,0,0,0
Richman Apparels Ltd.,Woven,5.0,220.0,118,26800.0,"Shirts ,Pants","Gha-36/M, Sa Complex (3Rd & 4Th Fl), Pragoti Sarani, Middle Badda, Dhaka, Badda",Dhaka,Badda,2010,"['Shirts', 'Pants']",321600.0,Large,15,1.8644067796610169,2725.423728813559,2,0,0,1,0,0,0
Richway Fashions Ltd.,Sweater,5.0,57.0,28,33500.0,Sweater,"Dhour (Sumoner Tek), Nur Modina Jam-E-Moshjid Road, Dhaka, Turag",Dhaka,Turag,2015,['Sweater'],402000.0,Large,10,2.0357142857142856,14357.142857142857,1,0,0,0,0,0,1
Richway Ltd.,Sweater,5.0,16.0,12,14352.0,Sweater,"House # 6, Road # 6, Ward # 2, Kamarpara, Dhaka, Turag",Dhaka,Turag,2014,['Sweater'],172224.0,Large,11,1.3333333333333333,14352.0,1,0,0,0,0,0,1
Rider Fashions Ltd.,Knit,5.0,300.0,129,45000.0,"Shirts ,Overalls ,Pants","Na, Dhaka","Na,",Dhaka,1999,"['Shirts', 'Overalls', 'Pants']",540000.0,Large,26,2.3255813953488373,4186.046511627907,3,0,0,1,0,0,0
Ridwan Fashions Ltd.,Knit,5.0,250.0,132,65000.0,"T-Shirts ,Polo Shirts ,Trousers ,Shorts","Kabir Market, 285, Asadganj, Chittagong, Asadgonj",Chittagong,Asadgonj,2007,"['T-Shirts', 'Polo Shirts', 'Trousers', 'Shorts']",780000.0,Large,18,1.893939393939394,5909.090909090909,4,0,0,0,0,0,0
Rime Apparels Ltd.,Woven,5.0,330.0,110,78000.0,"Shirts ,Jackets ,Trousers","Plot # 4, Road # 1, Block - D, Section # 11, Dhaka, Mirpur",Dhaka,Mirpur,2000,"['Shirts', 'Jackets', 'Trousers']",936000.0,Large,25,3.0,8509.09090909091,3,0,0,0,0,0,0
Rimi Apparels Ltd.,Sweater,5.0,650.0,246,291000.0,Unknown,"Rajob Ali Super Market, 83, Dhaka, B. Baria",Dhaka,B. Baria,2015,[],3492000.0,Very Large,10,2.6422764227642275,14195.121951219513,0,0,0,0,0,0,0
RIO Design Ltd.,Unknown,,0.0,0,120000.0,"Shirts ,Jackets ,Trousers","Inds. Plot # 3 (1St - 5Th Fl), Milk Vita Road, Section # 7, Dhaka","Inds. Plot # 3 (1St - 5Th Fl), Milk Vita Road, Section # 7",Dhaka,2019,"['Shirts', 'Jackets', 'Trousers']",1440000.0,Very Large,6,0.0,0.0,3,0,0,0,0,0,0
RIO Fashion Wear Ltd.,Woven,5.0,1200.0,647,225000.0,"Shirts ,Blouses ,Pants ,Shorts","Inds. Plot # 3 (5Th - 12Th Floor), Milk Vita Road, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,2005,"['Shirts', 'Blouses', 'Pants', 'Shorts']",2700000.0,Very Large,20,1.8547140649149922,4173.106646058733,4,0,0,1,0,0,0
Ripon Knitwear Ltd.,Knit,5.0,2100.0,1150,1574737.0,"T-Shirts ,Polo Shirts ,Pant ,Hoodie","Jarun, Konabari, Gazipur, Gazipur",Gazipur,Gazipur,2008,"['T-Shirts', 'Polo Shirts', 'Pant', 'Hoodie']",18896844.0,Very Large,17,1.826086956521739,16432.038260869565,4,0,0,0,0,0,0
Rishal Garments Ltd.,Woven,5.0,890.0,530,400000.0,"Shirts ,Shorts ,Trousers ,Dress","Sharoj Tower, Plot # M-4/2, Section # 14, Dhaka, Mirpur",Dhaka,Mirpur,1984,"['Shirts', 'Shorts', 'Trousers', 'Dress']",4800000.0,Very Large,41,1.679245283018868,9056.603773584906,4,0,0,0,0,0,0
Rising Apparels Ltd.,Woven,5.0,1060.0,406,143529.0,"Shirts ,Blouses ,Trousers ,Skirts","Plot # I/10, Block # K, Rupnagar I/A, Section # 2, Dhaka, Mirpur",Dhaka,Mirpur,1999,"['Shirts', 'Blouses', 'Trousers', 'Skirts']",1722348.0,Very Large,26,2.6108374384236455,4242.23645320197,4,0,0,0,0,0,0
Rising Fashions Ltd.,Woven,5.0,333.0,215,74750.0,"Ladies Blouses ,Jackets ,Pants","Plot # I/16, Block - K, Rupnagar, Section # 2, Dhaka, Mirpur",Dhaka,Mirpur,1997,"['Ladies Blouses', 'Jackets', 'Pants']",897000.0,Large,28,1.5488372093023255,4172.093023255814,3,0,0,1,0,0,0
Rising Knit Textiles Ltd.,Knit,5.0,1371.0,250,600000.0,"T-Shirts ,Polo Shirts","Nayadighi, Manikganj, Saturia",Manikganj,Saturia,2008,"['T-Shirts', 'Polo Shirts']",7200000.0,Very Large,17,5.484,28800.0,2,0,0,0,0,0,0
Rita Textile (Pvt) Ltd.,Knit,5.0,480.0,150,310000.0,"T-Shirts ,Polo Shirts ,Sweat Shirts","Dag # 371 & 372, Gazipur, Konabari",Gazipur,Konabari,2004,"['T-Shirts', 'Polo Shirts', 'Sweat Shirts']",3720000.0,Very Large,21,3.2,24800.0,3,0,0,0,0,0,0
Ritz Fashions Ltd.,Woven,5.0,400.0,150,40000.0,"Jackets ,Coveralls ,Trousers","926, Gobindapur, Dhaka, Demra",Dhaka,Demra,1998,"['Jackets', 'Coveralls', 'Trousers']",480000.0,Large,27,2.6666666666666665,3200.0,3,0,0,0,0,0,0
Ritzy Apparels Ltd.,Knit,5.0,850.0,301,1200000.0,"Panties ,Sleep Wears ,Cami ,Boxer","175/A1/186, Sk Mujib Road, Chittagong, Agrabad",Chittagong,Agrabad,2005,"['Panties', 'Sleep Wears', 'Cami', 'Boxer']",14400000.0,Very Large,20,2.823920265780731,47840.531561461794,4,0,0,0,0,0,0
Ritzy Knit Designs Ltd.,Knit,5.0,600.0,131,1200000.0,"Ladies Sleepwears ,Panties ,Camy","3325/3898, Alankar Shopping Complex, Chittagong, Pahartali",Chittagong,Pahartali,2008,"['Ladies Sleepwears', 'Panties', 'Camy']",14400000.0,Very Large,17,4.580152671755725,109923.6641221374,3,0,0,0,0,0,0
River Side Sweaters Ltd.,Sweater,5.0,950.0,280,208350.0,"Sweaters ,Cardigans ,Jumpers ,Hoody","Hesnabad , Equria, Dhaka Jute Mills, Keranigonj, Dhaka, Dhaka",Dhaka,Dhaka,2003,"['Sweaters', 'Cardigans', 'Jumpers', 'Hoody']",2500200.0,Very Large,22,3.392857142857143,8929.285714285714,4,0,0,0,0,0,0
Riverside Apparels Ltd.,Knit,5.0,350.0,111,60000.0,"Shirts ,Polo-Shirts","A.T. M. Complex Southburischar, Dhoppol, Chittagong, Hatazari",Chittagong,Hatazari,2013,"['Shirts', 'Polo-Shirts']",720000.0,Large,12,3.1531531531531534,6486.486486486487,2,0,0,0,0,0,0
Riverstar Fashion Wear Ltd.,Knit,1.0,205.0,100,150000.0,"T-shirt ,Polo Shirt ,Hoodle ,Short","Gondrobpur, Rupshi,Rupganj, Narayanganj, Narayangonj",Narayanganj,Narayangonj,2017,"['T-shirt', 'Polo Shirt', 'Hoodle', 'Short']",1800000.0,Very Large,8,2.05,18000.0,4,0,0,0,0,1,0
Rizvi Fashions Ltd.,Knit,1.0,0.0,0,2500000.0,"T-Shirts ,Polo Shirts ,Boxer ,Lingerie","Anwar Jang Road 1 No. Kalam Bazar, Savar, Dhaka","Anwar Jang Road 1 No. Kalam Bazar, Savar",Dhaka,2014,"['T-Shirts', 'Polo Shirts', 'Boxer', 'Lingerie']",30000000.0,Very Large,11,0.0,0.0,4,0,0,0,0,0,0
RKH Apparels Ltd.,Woven,5.0,340.0,185,150000.0,"Shirts ,Pants","Holding # 482/5, East Dirasrom Bazar, Gazipur, Joydevpur",Gazipur,Joydevpur,2016,"['Shirts', 'Pants']",1800000.0,Very Large,9,1.837837837837838,9729.72972972973,2,0,0,1,0,0,0
RKM Apparels Ltd.,Woven,1.0,352.0,120,300000.0,"Shirt ,T-Shirt ,Pant ,Polo Shirt","68/X, Fauzdarhat H/I Area, Pahartali, Chattogram, Chittagong",Chittagong,Chittagong,2022,"['Shirt', 'T-Shirt', 'Pant', 'Polo Shirt']",3600000.0,Very Large,3,2.933333333333333,30000.0,4,1,1,0,0,1,0
RL Apparels Limited,Woven,1.0,2.0,87,2500000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Sha # 74, Uttar Badda, Badda, Dhaka, Dhaka",Dhaka,Dhaka,2023,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",30000000.0,Very Large,2,0.022988505747126436,344827.5862068966,4,1,1,0,0,1,0
RL Denim Limited,Woven,5.0,500.0,287,100000.0,"Jackets ,Pants","Plot # A/1 & 2, Block - B, Bscic I/A, Shagorika Road, Chittagong, Fouzderhat",Chittagong,Fouzderhat,1997,"['Jackets', 'Pants']",1200000.0,Very Large,28,1.7421602787456445,4181.184668989547,2,0,0,1,0,0,0
RMM Knit Clothing Ltd.,Sweater,5.0,415.0,237,180000.0,Sweaters,"Plot # 7, Aliganj, Kutubpur, Narayanganj, Fatullah",Narayanganj,Fatullah,2008,['Sweaters'],2160000.0,Very Large,17,1.751054852320675,9113.924050632912,1,0,0,0,0,0,0
RMM Sweaters Ltd.,Sweater,5.0,500.0,220,300000.0,Sweaters,"Nagarchar, Rajpoolbaria, Dhaka, Savar",Dhaka,Savar,2005,['Sweaters'],3600000.0,Very Large,20,2.272727272727273,16363.636363636364,1,0,0,0,0,0,0
RMW Fashionwear Ltd.,Knit,5.0,150.0,67,84000.0,"T-Shirts ,Polo Shirts","Binairchara, Duptara, Narayanganj, Araihazar",Narayanganj,Araihazar,2012,"['T-Shirts', 'Polo Shirts']",1008000.0,Very Large,13,2.2388059701492535,15044.776119402984,2,0,0,0,0,0,0
RNP Export & Import Ltd.,Woven,5.0,300.0,95,30000.0,"Shirts ,Pants","Selina Tower, Islam Bag, Dhakin Khan, Dhaka, Uttara",Dhaka,Uttara,2013,"['Shirts', 'Pants']",360000.0,Large,12,3.1578947368421053,3789.4736842105262,2,0,0,1,0,0,0
Rnsco Sweaters Ltd.,Sweater,5.0,470.0,250,144000.0,Sweaters,"Plot # 212, Baizid Bostami Road, Chittagong, Chittagong",Chittagong,Chittagong,2003,['Sweaters'],1728000.0,Very Large,22,1.88,6912.0,1,0,0,0,0,0,0
Roar Fashion Ltd.,Sweater,1.0,1375.0,560,350000.0,Unknown,"Dakhila Madrasha Road 9 No Word, Kathali, Valuka, Mymensingh, Mymensingh",Mymensingh,Mymensingh,2017,[],4200000.0,Very Large,8,2.455357142857143,7500.0,0,0,0,0,0,0,0
Robin Knit Wear Ltd.,Knit,5.0,0.0,0,0.0,Knit Items,"Vulta, Narayanganj, Rupganj",Narayanganj,Rupganj,2003,['Knit Items'],0.0,,22,0.0,0.0,1,0,0,0,0,0,0
Robintex (Bangladesh) Ltd.,Knit,5.0,2812.0,870,1040000.0,"T-Shirts ,Polo Shirts ,Trousers","Vulta, Narayanganj, Rupganj",Narayanganj,Rupganj,1996,"['T-Shirts', 'Polo Shirts', 'Trousers']",12480000.0,Very Large,29,3.232183908045977,14344.827586206897,3,0,0,0,0,0,0
Rocky Knitting Mills (Pvt) Ltd.,Knit,5.0,350.0,122,208000.0,"T-Shirts ,Singlet","Dahargaon, Balirpara, Narayanganj, Rupganj",Narayanganj,Rupganj,2000,"['T-Shirts', 'Singlet']",2496000.0,Very Large,25,2.8688524590163933,20459.016393442624,2,0,0,0,0,0,0
Roddur Apparels Ltd.,Woven,1.0,500.0,0,80000.0,Unknown,"45, Badey, Kalmeshore, National University, Gazipur, Gazipur",Gazipur,Gazipur,2016,[],960000.0,Large,9,0.0,0.0,0,0,0,0,0,0,0
Rohan Fashion,Woven,1.0,1.0,220,130000.0,"Shirt ,Pant ,T-shirt ,Polo Shirt","Bhuigar, Rupayon Maingate (1), Fatullah, Narayangonj, Narayangonj",Narayangonj,Narayangonj,2022,"['Shirt', 'Pant', 'T-shirt', 'Polo Shirt']",1560000.0,Very Large,3,0.004545454545454545,7090.909090909091,4,0,1,0,0,1,0
Romo Design Today,Woven,1.0,1.0,290,500000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Mouchak, Kaliakair, Gazipur, Gazipur",Gazipur,Gazipur,2022,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",6000000.0,Very Large,3,0.0034482758620689655,20689.655172413793,4,1,1,0,0,1,0
Romo Fashion,Woven,1.0,395.0,278,400000.0,"Shirt ,Pant ,Jacket ,T-shirt","House # 01, Road # 01, Turag Housing, Beribadh, Mohammadpur, Dhaka, Dhaka",Dhaka,Dhaka,2022,"['Shirt', 'Pant', 'Jacket', 'T-shirt']",4800000.0,Very Large,3,1.420863309352518,17266.187050359713,4,0,1,0,1,0,0
Romo Fashion Today Ltd.,Knit,5.0,800.0,450,120000.0,"T-Shirts ,Polo Shirts","Mouchak, Kaliakoir, Gazipur, Gazipur",Gazipur,Gazipur,2011,"['T-Shirts', 'Polo Shirts']",1440000.0,Very Large,14,1.7777777777777777,3200.0,2,0,0,0,0,0,0
Rong Rui Garments BD Ltd.,Sweater,1.0,383.0,674,8500000.0,Sweater,"Tepirbari, Mawna, Sreepur, Gazipur, Gazipur",Gazipur,Gazipur,2023,['Sweater'],102000000.0,Very Large,2,0.5682492581602374,151335.3115727003,1,0,0,0,0,0,1
Rongdhonu Sweater Ltd.,Sweater,5.0,425.0,478,30000.0,"Sweaters ,Cardigans ,Pullovers","North Khailkoir, Battala Road, National University, Gazipur","North Khailkoir, Battala Road, National University",Gazipur,2008,"['Sweaters', 'Cardigans', 'Pullovers']",360000.0,Large,17,0.8891213389121339,753.1380753138076,3,0,0,0,0,0,0
Ronson Knitting Ltd.,Sweater,5.0,450.0,350,60000.0,Sweaters,"45/47, Hoque Chamber, Strand Road, Chittagong, Majhirghat",Chittagong,Majhirghat,1994,['Sweaters'],720000.0,Large,31,1.2857142857142858,2057.1428571428573,1,0,0,0,0,0,0
Root Apparels Ltd.,Woven,5.0,490.0,0,11000.0,"Denim Shirts ,Denim Jackets ,DenimJeans ,Denim Pants","Razzak Tower, Dag # 901, 7/1, Uttara Khan, Dhaka, Dhaka",Dhaka,Dhaka,2007,"['Denim Shirts', 'Denim Jackets', 'DenimJeans', 'Denim Pants']",132000.0,Large,18,0.0,0.0,4,0,0,0,0,0,0
Roots Fashions Ltd.,Sweater,5.0,292.0,272,48000.0,Sweaters,"Mazar Co-Operative Market (2Nd Floor), 1, Darussakam Road, Sec # 1, Dhaka, Mirpur",Dhaka,Mirpur,1994,['Sweaters'],576000.0,Large,31,1.0735294117647058,2117.6470588235293,1,0,0,0,0,0,0
Rose & Sons Fashion Ltd.,Sweater,1.0,120.0,50,75000.0,"Cardigan ,Pullover ,V-Neck ,Kids Sweater","Word # 14, Block # A, Holding # 214/1, Adepasha, National University, Gazipur, Gazipur",Gazipur,Gazipur,2019,"['Cardigan', 'Pullover', 'V-Neck', 'Kids Sweater']",900000.0,Large,6,2.4,18000.0,4,0,0,0,0,0,0
Rose Bally Toy Industries Limited,Woven,1.0,4.0,113,50000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Road # 04, Plot # 16, Chittagong Epz, Chittagong, Chittagong",Chittagong,Chittagong,2022,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",600000.0,Large,3,0.035398230088495575,5309.734513274337,4,1,1,0,0,1,0
Rose Fashion Ltd.,Woven,5.0,4600.0,1333,200000.0,"Jackets ,Pants ,Overalls","Vogra, Gazipur, Joydevpur",Gazipur,Joydevpur,1997,"['Jackets', 'Pants', 'Overalls']",2400000.0,Very Large,28,3.4508627156789196,1800.450112528132,3,0,0,1,0,0,0
Rose Garden Apparels Ltd.,Knit,5.0,230.0,200,120000.0,"T-Shirts ,Polo Shirts","Nayamati Road, Kutubpur, (Opposite Osman Ali Stadium), Narayanganj, Fatullah",Narayanganj,Fatullah,2014,"['T-Shirts', 'Polo Shirts']",1440000.0,Very Large,11,1.15,7200.0,2,0,0,0,0,0,0
Rose Intimates Ltd.,Knit,1.0,0.0,0,0.0,Unknown,"Baroipara, Ashulia, Savar, Dhaka, Dhaka, Dhaka",Dhaka,Dhaka,2016,[],0.0,,9,0.0,0.0,0,0,0,0,0,0,0
Rose Sweater Ltd.,Sweater,5.0,1500.0,900,160000.0,"Pullovers ,Sweaters","Bejoy Sarak, Moghar Khal, Gazipur, Joydevpur",Gazipur,Joydevpur,2002,"['Pullovers', 'Sweaters']",1920000.0,Very Large,23,1.6666666666666667,2133.3333333333335,2,0,0,0,0,0,0
Rose Sweaters Ltd. (U-2),Sweater,5.0,480.0,250,120000.0,Sweaters,"Vogra, Bypass Bishan Road, Gazipur, Joydevpur",Gazipur,Joydevpur,2009,['Sweaters'],1440000.0,Very Large,16,1.92,5760.0,1,0,0,0,0,0,0
Rose Valley Fashion Ltd.,Knit,1.0,129.0,57,300000.0,"T-shirt ,Jogger ,Jacket ,Dress","Monipur, Bhabanipur, Gazipur Sadar, Gazipur, Gazipur",Gazipur,Gazipur,2021,"['T-shirt', 'Jogger', 'Jacket', 'Dress']",3600000.0,Very Large,4,2.263157894736842,63157.89473684211,4,0,0,0,1,0,0
Rowa Fashions Ltd.,Knit,5.0,750.0,250,250000.0,"Shirts ,T-Shirts ,Polo Shirts","Chowdhury Bari, Gazipur, Vogra",Gazipur,Vogra,2011,"['Shirts', 'T-Shirts', 'Polo Shirts']",3000000.0,Very Large,14,3.0,12000.0,3,0,0,0,0,0,0
Rownak Textile Mills Limited,Woven,1.0,222.0,259,200000.0,"Shirt ,Pant ,T-Shirt ,polo Shirt","Barpa P.O : Rupshi, Rupganj, Narayangonj, Narayangonj",Narayangonj,Narayangonj,2022,"['Shirt', 'Pant', 'T-Shirt', 'polo Shirt']",2400000.0,Very Large,3,0.8571428571428571,9266.409266409266,4,1,1,0,0,0,0
Rowshan Apparels Ltd.,Woven,5.0,698.0,497,108000.0,"Jackets ,Pants ,Skirts","5773, Dakhin Khan, Chairman Bari, Dhaka, Uttara",Dhaka,Uttara,2006,"['Jackets', 'Pants', 'Skirts']",1296000.0,Very Large,19,1.404426559356137,2607.645875251509,3,0,0,1,0,0,0
